tld,registrar,registrant_country,domain_age,nameserver_domain,mail_domain,tls_age,tls_issuer,url_len,parameters_len,parameters_count,dollar_percent,dash_percent,underscore_percent,dot_percent,plus_percent,exclamation_mark_percent,star_percent,quote_percent,opening_bracket_percent,closing_bracket_percent,comma_percent,numbers_percent,url_entropy,is_redirect,subdomain_count,content_link_count,content_img_count,label
shop,Registrar of domain names REG.RU,RU,5.0,reg.ru,reg.ru,5.0,R3,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5585186130489057,True,2,44.0,17.0,illegitimate
com,"NameSilo, LLC",US,89.0,cloudflare.com,namesilo.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.594465636961451,False,2,0.0,0.0,illegitimate
com,"NameSilo, LLC",US,89.0,cloudflare.com,namesilo.com,7.0,E1,197,154,1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,4.897370910350036,True,2,0.0,0.0,illegitimate
com,"NameSilo, LLC",US,89.0,cloudflare.com,namesilo.com,6.0,GTS CA 1P5,210,154,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,4.990006200988232,True,2,0.0,0.0,illegitimate
com,"NameSilo, LLC",US,89.0,cloudflare.com,namesilo.com,6.0,E1,206,154,1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,4.966356856490482,True,2,0.0,0.0,illegitimate
cyou,Namecheap,IS,49.0,cloudflare.com,namecheap.com,49.0,GTS CA 1P5,32,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9917292966721747,True,3,0.0,7.0,illegitimate
pl,home.pl S.A.,,1.0,cloudflare.com,,0.0,GTS CA 1P5,298,256,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,5.824234072392735,True,2,9.0,2.0,illegitimate
fun,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,uadns.com,publicdomainregistry.com,,,39,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.201692923824033,False,3,6.0,9.0,illegitimate
cloud,Sav.com LLC,US,10.0,cloudflare.com,sav.com,8.0,GTS CA 1P5,41,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4.257078456355553,True,3,0.0,0.0,illegitimate
fun,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,0.0,uadns.com,publicdomainregistry.com,0.0,R3,36,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.183542362433229,True,2,6.0,9.0,illegitimate
com,"NameSilo, LLC",US,78.0,cloudflare.com,namesilo.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.772055208874201,False,2,0.0,0.0,illegitimate
xyz,"NameSilo, LLC",US,2.0,cloudflare.com,namesilo.com,,,30,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.872905595320056,False,3,54.0,13.0,illegitimate
site,Namecheap,IS,18.0,cloudflare.com,namecheap.com,18.0,R3,28,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9852281360342507,True,3,127.0,22.0,illegitimate
site,Namecheap,IS,18.0,cloudflare.com,namecheap.com,18.0,R3,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.90726822961739,True,2,127.0,22.0,illegitimate
com,"NICENIC INTERNATIONAL GROUP CO., LIMITED",SC,22.0,my-ndns.com,nicenic.net,,,49,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.721353976547507,True,3,0.0,0.0,illegitimate
com,"NICENIC INTERNATIONAL GROUP CO., LIMITED",SC,22.0,my-ndns.com,nicenic.net,,,45,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.747191429566853,True,2,,,illegitimate
biz,"NameCheap, Inc.",IS,0.0,cloudflare.com,namecheap.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4.053508854797679,False,3,0.0,0.0,illegitimate
xyz,"NameSilo, LLC",US,2.0,cloudflare.com,namesilo.com,,,32,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.218139062229566,False,3,54.0,13.0,illegitimate
com,"NICENIC INTERNATIONAL GROUP CO., LIMITED",SC,20.0,my-ndns.com,nicenic.net,,,51,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.461161861367236,True,3,0.0,0.0,illegitimate
com,"NICENIC INTERNATIONAL GROUP CO., LIMITED",SC,20.0,my-ndns.com,nicenic.net,20.0,R3,48,0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.403107168362812,True,2,0.0,0.0,illegitimate
xyz,"Registrar of Domain Names REG.RU, LLC",PL,0.0,cloudflare.com,reg.ru,,,27,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4.106377316818027,False,3,0.0,0.0,illegitimate
xyz,"Registrar of Domain Names REG.RU, LLC",PL,0.0,cloudflare.com,reg.ru,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3.8868421881310122,False,3,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,39.0,cloudflare.com,withheldforprivacy.com,,,34,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.152920561520418,False,3,0.0,0.0,illegitimate
eu,World4You Internet Services GmbH,,,cloudflare.com,,,,53,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.249831842720984,,3,,,illegitimate
live,"NameCheap, Inc.",IS,12.0,cloudflare.com,namecheap.com,12.0,GTS CA 1P5,30,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.148394345536403,True,3,3.0,6.0,illegitimate
com,Tucows Domains Inc.,KN,83.0,digicertdns.com,tucows.com,,,22,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7544418457133446,False,2,,,illegitimate
eu,World4You Internet Services GmbH,,,cloudflare.com,,,,57,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.269844682062972,,4,,,illegitimate
sbs,"NameSilo, LLC",US,0.0,cloudflare.com,namesilo.com,0.0,GTS CA 1P5,44,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4.164119835462504,True,3,0.0,0.0,illegitimate
art,Namecheap,IS,208.0,cloudflare.com,namecheap.com,20.0,GTS CA 1P5,20,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5841837197791886,True,2,0.0,10.0,illegitimate
com,"NameCheap, Inc.",IS,127.0,cloudflare.com,namecheap.com,,,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8868421881310122,False,2,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,127.0,cloudflare.com,namecheap.com,,,28,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.851823225551766,False,3,0.0,0.0,illegitimate
cyou,Namecheap,IS,49.0,cloudflare.com,namecheap.com,49.0,GTS CA 1P5,33,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.98319563424773,True,3,0.0,7.0,illegitimate
xyz,Instra Corporation Pty Ltd,NZ,149.0,onlydomains.com,instra.com,,,23,0,0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.414441303694973,False,3,0.0,7.0,illegitimate
com,"NameCheap, Inc.",IS,9.0,cloudflare.com,withheldforprivacy.com,9.0,GTS CA 1P5,25,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.559079570624174,True,2,0.0,0.0,illegitimate
life,"NameCheap, Inc.",IS,23.0,cloudflare.com,namecheap.com,22.0,GTS CA 1P5,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.4992275417233567,True,2,5.0,0.0,illegitimate
cfd,Namecheap,IS,20.0,cloudflare.com,namecheap.com,19.0,GTS CA 1P5,32,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.265319531114783,True,3,3.0,2.0,illegitimate
com,"GoDaddy.com, LLC",US,248.0,timeweb.ru,godaddy.com,294.0,GlobalSign RSA OV SSL CA 2018,50,16,1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.60637013015618,True,3,56.0,11.0,illegitimate
com,"Sav.com, LLC",US,1.0,nettycore.com,SAV.COM,,,35,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.136286231168867,False,3,15.0,19.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,7.0,cloudflare.com,publicdomainregistry.com,7.0,E1,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8553885422075345,True,2,0.0,0.0,illegitimate
site,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,7.0,cloudflare.com,publicdomainregistry.com,7.0,GTS CA 1P5,26,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.767183467891461,True,2,0.0,0.0,illegitimate
online,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,5.0,cloudflare.com,publicdomainregistry.com,5.0,GTS CA 1P5,29,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9952378913808873,True,2,0.0,0.0,illegitimate
xyz,"Registrar of Domain Names REG.RU, LLC",PL,0.0,cloudflare.com,reg.ru,,,27,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3.8986128548018493,False,3,0.0,0.0,illegitimate
pw,Namecheap,,0.0,cloudflare.com,namecheap.com,,,21,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.594465636961452,False,3,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,5.0,cloudflare.com,withheldforprivacy.com,,,32,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.155639062229566,False,3,0.0,0.0,illegitimate
online,Namecheap,IS,2.0,cloudflare.com,namecheap.com,1.0,GTS CA 1P5,37,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0059580950078475,True,3,297.0,49.0,illegitimate
online,Namecheap,IS,2.0,cloudflare.com,namecheap.com,1.0,GTS CA 1P5,33,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9980509371469144,True,2,297.0,49.0,illegitimate
com,"Sav.com, LLC",,7.0,cloudflare.com,sav.com,57.0,Amazon RSA 2048 M01,19,0,0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.326360407952695,True,3,431.0,21.0,illegitimate
com,"NameCheap, Inc.",IS,349.0,registrar-servers.com,withheldforprivacy.com,,,30,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.923231428797621,False,3,0.0,17.0,illegitimate
com,"NameCheap, Inc.",IS,349.0,registrar-servers.com,withheldforprivacy.com,,,30,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8980685120588388,False,3,0.0,17.0,illegitimate
top,DDD TECHNOLOGY PTE.LTD,UA,16.0,dns.com,ddd.com,,,23,0,0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.6424896731661267,False,3,6.0,13.0,illegitimate
top,"NameSilo,LLC",US,33.0,dnsowl.com,namesilo.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.736440501696145,False,3,1.0,28.0,illegitimate
site,"Go Daddy, LLC",US,205.0,domaincontrol.com,godaddy.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7201755214643453,False,3,0.0,3.0,illegitimate
site,Mesh Digital Ltd,UA,78.0,domaincontrol.com,domainbox.com,,,31,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.1313003425053605,False,3,1.0,17.0,illegitimate
cloud,Porkbun,US,103.0,porkbun.com,porkbun.com,,,34,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4.020855120471211,False,3,16.0,9.0,illegitimate
top,"NameSilo,LLC",US,33.0,dnsowl.com,namesilo.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.740601562950723,False,3,2.0,15.0,illegitimate
top,"NameSilo,LLC",US,33.0,dnsowl.com,namesilo.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.736440501696145,False,3,1.0,28.0,illegitimate
top,DDD TECHNOLOGY PTE.LTD,UA,14.0,dns.com,ddd.com,,,30,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.748394345536403,False,3,5.0,5.0,illegitimate
live,Mesh Digital Limited,UA,16.0,domaincontrol.com,domainbox.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8553885422075345,False,3,4.0,28.0,illegitimate
top,"NameSilo,LLC",US,33.0,dnsowl.com,namesilo.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.736440501696145,False,3,1.0,28.0,illegitimate
top,"NameSilo,LLC",US,12.0,dnsowl.com,namesilo.com,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6572682296173897,False,3,6.0,3.0,illegitimate
click,Porkbun LLC,US,30.0,porkbun.com,porkbun.com,,,33,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.836081907815205,False,3,8.0,9.0,illegitimate
site,"Porkbun, LLC",US,69.0,porkbun.com,porkbun.com,,,23,0,0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.708132064658602,False,3,0.0,3.0,illegitimate
top,DDD TECHNOLOGY PTE.LTD,UA,14.0,dns.com,ddd.com,,,30,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.748394345536403,False,3,5.0,5.0,illegitimate
top,DDD TECHNOLOGY PTE.LTD,UA,23.0,dns.com,ddd.com,,,34,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.878068268345523,False,3,0.0,7.0,illegitimate
com,"GoDaddy.com, LLC",US,295.0,cloudflare.com,godaddy.com,294.0,Cloudflare Inc ECC CA-3,37,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.969607339117404,True,2,0.0,0.0,illegitimate
site,Dynadot LLC,US,19.0,cloudflare.com,dynadot.com,9.0,E1,19,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.3263604079526954,True,2,0.0,0.0,illegitimate
dev,"101domain, Inc.",US,959.0,cloudflare.com,101domain.com,7.0,GTS CA 1P5,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9701755214643457,True,3,,,illegitimate
com,"NameCheap, Inc.",IS,10.0,cloudflare.com,withheldforprivacy.com,,,29,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.142295219190902,False,3,0.0,0.0,illegitimate
link,"CSC Corporate Domains, Inc.",US,296.0,cloudflare.com,cscinfo.com,275.0,Cloudflare Inc ECC CA-3,82,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4.788426510710787,True,4,1.0,1.0,illegitimate
eu,Domain Robot,,,ddnss.de,,,,141,0,0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.786597182038729,True,3,0.0,0.0,illegitimate
eu,Domain Robot,,,ddnss.de,,,,141,0,0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.759796641080402,True,3,0.0,0.0,illegitimate
eu,Domain Robot,,,ddnss.de,,,,141,0,0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.847272051272372,True,3,0.0,0.0,illegitimate
eu,Domain Robot,,,ddnss.de,,0.0,R3,33,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0895524525606675,False,3,23.0,6.0,illegitimate
one,"NameSilo, LLC",US,0.0,cloudflare.com,namesilo.com,0.0,GTS CA 1P5,46,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4.392277173072062,True,3,0.0,0.0,illegitimate
one,"NameSilo, LLC",US,0.0,cloudflare.com,namesilo.com,0.0,GTS CA 1P5,61,21,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4.748131345965876,True,3,4.0,8.0,illegitimate
one,"NameSilo, LLC",US,0.0,cloudflare.com,namesilo.com,0.0,GTS CA 1P5,61,21,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4.62935900993577,False,3,0.0,0.0,illegitimate
live,"NameCheap, Inc.",IS,20.0,cloudflare.com,namecheap.com,20.0,R3,29,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.021268494903765,True,3,0.0,1.0,illegitimate
org,"Namesilo, LLC",US,72.0,cloudflare.com,namesilo.com,,,30,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.081727678869736,False,2,0.0,0.0,illegitimate
info,"Sav.com, LLC",US,26.0,cloudflare.com,in.wixanswers.com,,,25,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9434651896016457,False,3,38.0,6.0,illegitimate
com,"NameCheap, Inc.",IS,5.0,cloudflare.com,withheldforprivacy.com,,,33,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.187889194919351,False,3,0.0,0.0,illegitimate
xyz,Aceville Pte. Ltd.,US,0.0,cloudflare.com,dnspod.com,211.0,Certum Organization Validation CA SHA2,29,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7454064259382482,True,3,136.0,20.0,illegitimate
xyz,Aceville Pte. Ltd.,US,0.0,cloudflare.com,dnspod.com,,,33,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.861983513035609,False,2,0.0,0.0,illegitimate
pl,home.pl S.A.,,2.0,home.pl,,1.0,GTS CA 1P5,25,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.9434651896016457,False,3,,,illegitimate
pl,home.pl S.A.,,2.0,home.pl,,,,24,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.8553885422075345,False,3,,,illegitimate
xyz,"Porkbun, LLC",US,79.0,porkbun.com,porkbun.com,,,21,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.2728043273346206,False,3,4.0,39.0,illegitimate
xyz,"Registrar of Domain Names REG.RU, LLC",PL,3.0,cloudflare.com,reg.ru,,,25,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3.493660689688185,False,3,0.0,0.0,illegitimate
dev,Key-Systems LLC,PL,1510.0,webwavecms.com,key-systems.net,40.0,R3,27,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7821222241453056,True,3,0.0,0.0,illegitimate
online,Namecheap,IS,21.0,cloudflare.com,namecheap.com,20.0,GTS CA 1P5,29,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.254195650150781,True,2,3.0,6.0,illegitimate
link,"CSC Corporate Domains, Inc.",US,2245.0,dnsimple.com,cscinfo.com,,,81,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4.916907027993495,,4,8.0,0.0,illegitimate
click,EuroDNS S.A.,UA,37.0,eurodns.com,eurodns.com,,,32,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.265319531114783,False,3,2.0,15.0,illegitimate
store,Namecheap,IS,2.0,cloudflare.com,namecheap.com,181.0,DigiCert TLS RSA SHA256 2020 CA1,23,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6753108689123644,True,2,54.0,13.0,illegitimate
cloud,Online SAS,FR,1737.0,scaleway.com,,,,34,0,0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.278351811711312,False,5,0.0,0.0,illegitimate
cloud,Online SAS,FR,1737.0,scaleway.com,,22.0,R3,78,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.120096411303518,True,2,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,92.0,cloudflare.com,withheldforprivacy.com,,,26,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7343083535732546,False,2,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,92.0,cloudflare.com,withheldforprivacy.com,,,30,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7362434129830606,False,3,0.0,0.0,illegitimate
online,Namecheap,IS,2.0,cloudflare.com,namecheap.com,1.0,GTS CA 1P5,29,0,0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9262723741395082,True,2,150.0,41.0,illegitimate
online,Namecheap,IS,2.0,cloudflare.com,namecheap.com,1.0,GTS CA 1P5,33,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9225895736416696,True,3,150.0,41.0,illegitimate
click,EuroDNS S.A.,UA,37.0,eurodns.com,eurodns.com,,,32,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.327819531114783,False,3,2.0,15.0,illegitimate
online,PDR Ltd. d/b/a PublicDomainRegistry.com,ES,14.0,cloudflare.com,publicdomainregistry.com,13.0,R3,28,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.842370993177109,True,3,25.0,37.0,illegitimate
online,PDR Ltd. d/b/a PublicDomainRegistry.com,ES,14.0,cloudflare.com,publicdomainregistry.com,13.0,R3,24,0,0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.740601562950723,True,2,25.0,37.0,illegitimate
fr,SCALEWAY,,1064.0,o2switch.net,o2switch.fr,,,21,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.594465636961451,False,3,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,70.0,cloudflare.com,namecheap.com,,,31,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4.082597923010943,True,3,1.0,1.0,illegitimate
online,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,6.0,cloudflare.com,publicdomainregistry.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.689703732199547,,2,2.0,27.0,illegitimate
online,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,6.0,cloudflare.com,publicdomainregistry.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.820888851350188,,2,2.0,27.0,illegitimate
online,PDR Ltd. d/b/a PublicDomainRegistry.com,UA,6.0,cloudflare.com,publicdomainregistry.com,,,21,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6537567082870015,,2,2.0,27.0,illegitimate
online,Namecheap,IS,140.0,cloudflare.com,namecheap.com,,,22,0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.004886164091842,,2,8.0,13.0,illegitimate
online,Namecheap,IS,140.0,cloudflare.com,namecheap.com,,,26,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.056020968057881,,3,8.0,13.0,illegitimate
pl,home.pl S.A.,,0.0,cloudflare.com,,,,27,0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8561962982193805,,3,42.0,4.0,illegitimate
biz,"NameCheap, Inc.",IS,0.0,cloudflare.com,namecheap.com,,,23,0,0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3.8820451081368628,,3,0.0,0.0,illegitimate
xyz,"Registrar of Domain Names REG.RU, LLC",PL,0.0,cloudflare.com,reg.ru,,,25,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4.0536606896881855,,3,0.0,0.0,illegitimate
site,Namecheap,IS,0.0,aezadns.com,namecheap.com,,,25,0,0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.7492750707107123,,3,,,illegitimate
com,"NameCheap, Inc.",,93.0,cloudflare.com,namecheap.com,,,34,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9957153271690533,,3,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,5.0,cloudflare.com,namecheap.com,,,33,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8242528312829864,,3,0.0,0.0,illegitimate
com,"NameCheap, Inc.",IS,8.0,cloudflare.com,withheldforprivacy.com,,,35,0,0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8645783739023827,,3,0.0,0.0,illegitimate
